id,zhh,zhh_pron,is_r18,chs,en,register,intent
L743,撞鬼囖,zong2 gwai2 lo1,0,糟糕/糟糕的/倒霉的/倒霉/运气不好的/可怜的/悲惨的/活该/该死/自作自受的/咎由自取/活该的/自找的/我的天哪/我的老天爷/糟了,"down on one's luck/out of luck/having terrible luck/things just keep going wrong/one thing after another/what a mess/that's rough/that's/unfortunate/that's pretty sad/kind of/pitiful/really unlucky/tragic situation/serves/him right/serves her right/got what he deserved/got what she deserved/had it coming/brought it upon himself/brought it upon herself/asked for it/well, that's on him/damn",Colloquial,
L744,折鳩墮,zit3 gau1 do6,1,糟糕/糟糕的/倒霉的/倒霉/运气不好的/可怜的/悲惨的/活该/该死/自作自受的/咎由自取/活该的/自找的/我的天哪/我的老天爷,"down on one's luck/out of luck/having terrible luck/things just keep going wrong/one thing after another/what a mess/that's rough/that's/unfortunate/that's pretty sad/kind of/pitiful/really unlucky/tragic situation/serves/him right/serves her right/got what he deserved/got what she deserved/had it coming/brought it upon himself/brought it upon herself/asked for it/well, that's on him/damn",slang,
L745,该煨囖,goi1 wui1 lo1,0,糟糕/糟糕的/倒霉的/倒霉/运气不好的/可怜的/悲惨的/活该/该死/自作自受的/咎由自取/活该的/自找的/我的天哪/我的老天爷,"serves you right/you deserved it/you had it coming/that’s what you get/that’ll teach you/karma/instant karma/well deserved/deserved it/you brought it on yourself/you brought this on yourself/you did this to yourself/you asked for it/you made your bed, now lie in it/you played with fire and got burned/you reaped what you sowed/tough luck/too bad so sad/too bad/oh well/welp/oof/yikes/oh no/oh dear/oh my god/oh my goodness/oh my/goodness me/my word/omg",slang,
L746,心悒,sam1 ngap1,0,心up/难过/不安/伤心/心烦/郁闷,Feeling up/sad/anxious/heartbroken/annoyed/depressed,slang,
L747,心噏,sam1 ngap1,0,心up/难过/不安/伤心/心烦/郁闷,Feeling up/sad/anxious/heartbroken/annoyed/depressed,slang,
L748,一口咬定,at1 hau2 ngaau5 ding6,0,一口咬定/坚决/肯定,to arbitrarily assert/to allege/to stick to one's statement/to cling to one's view,Formal,
L749,作賊心虛,zok3 caak3 sam1 heoi1,0,做贼心虚/心虚/不安乐,Have a guilty conscience/Guilty,Formal,
L750,心虚,sam1 heoi1,0,做贼心虚/心虚/不安乐,Have a guilty conscience/Guilty,Formal,
L751,唔安樂,m4 ngon1 lok6,0,心虚/不安乐/不放心/心里不安/担心,uncomfortable/Guilty/Worry,Colloquial,
L752,唔放心,m4 fong3 sam1,0,心虚/不安乐/不放心/心里不安/担心,uncomfortable/Guilty/Worry,Formal,
L753,擔心,daam1 sam1,0,心虚/不安乐/不放心/心里不安/担心,uncomfortable/Guilty/Worry,Formal,
L754,放心,ngon1 lok6,0,安乐/放心/舒畅/安心/安宁/快乐/满足/愉快,Peace of mind/Reassurance/Comfort/Peace of mind/Tranquility/Happiness/Satisfaction/Joy,Formal,
L755,安樂,fong3 sam1,0,安乐/放心/舒畅/安心/安宁/快乐/满足/愉快,Peace of mind/Reassurance/Comfort/Peace of mind/Tranquility/Happiness/Satisfaction/Joy,slang,
L756,呢度,nei4 dou6,0,这里/此地/这/这边,here/over here,Colloquial,
L757,呢頭,ne1 tau4,0,这边/这一边/这里,over here/This side/This side,Colloquial,
L758,呢頭近,ne1 tau4 kan5,0,快死/时间差不多了/这边比较近,nearing death/death is near/close to the age of death/This side is closer,slang,curse
L759,呢便,nei4 bin6,0,这边/这一边/这儿/这/这里,over here/This side/This side/here,Colloquial,
L760,呢边,nei4 bin6,0,这边/这一边/这儿/这/这里,over here/This side/This side/here,Colloquial,
L761,呢處,nei4 cyu3,0,这里/此地,here/over here,slang,
L762,行返呢頭,haang4 faan1 nei1 tau4,0,回来这边/回去这一边,walk back in this direction/Come back here / Go back to this side,Colloquial,
L763,嗰度,go2 dou6 ,,那里/那/那边,there/over there,Colloquial,
L764,嗰边,go2 bin6,0,那里/那一边/那/那边,There/That side/over there,Colloquial,
L765,嗰便,go2 bin6,0,那里/那一边/那/那边,There/That side/over there,Colloquial,
L766,嗰處,o2 syu3,0,那里/那一边/那边,there/over there,slang,
L767,嗰頭,go2 tau4,0,那里/那一边/那边,There/That side/over there,Colloquial,
L768,行返嗰頭,haang4 faan1 nei1 tau4,0,回去那边/回去那一边/往回走,walk back in there  direction/Go back there / Go back to that side,Colloquial,
L769,嗰頭近,go2 tau4 kan5,0,快死/时间差不多了/那边比较近,nearing death/death is near/close to the age of deathThat side is closer,slang,curse
L770,屌你令壽堂,diu2 nei5 ling6 sau6 tong4,1,操你妈/草泥马/叼你老母/问候你娘亲/你妈/你妈的/去你的,fuck your mum/fucking your mum/fu*king your mum/fu*k your mum/Fujian U/fuck your mother/fucking your mother/What the fuck/What the fuck/Motherfucker,Colloquial,curse
L771,屌佢令壽堂,diu2 keoi5 ling6 sau6 tong4,1,去他妈/去她妈/操他妈/操她妈/tmd/tm/去你的,fuck her mum/fucking her mum/fu*king her mum/fu*k her mum/fuck her mother/fucking her mother/fuck him mum/fucking him mum/fu*king him mum/fu*k him mum/fuck him mother/fucking him mother/What the fuck/What the fuck/Motherfucker,Colloquial,curse
L772,契弟,kai3 dai6,0,死小子/孙子/臭小子/混蛋/王八蛋/反贼/反骨/讨厌的人/叛徒/白眼狼/忘恩负义/因将仇报,Bastard/Asshole/shithead/traitor/betrayer,Colloquial,curse
L773,陀地,to4 dei6,0,当地人/当地的/保护费/流氓/恶霸,Locals/local protection money/thugs/bullies,slang,
L774,真係唔易,zan1 hai6 m4 ji6,0,真不容易,that`s rough,Colloquial,
L775,真係唔简单,zan1 hai6 m4 gaan2 daan1,0,真不容易,that`s rough,Colloquial,
L776,難到我囖,naan4 dou2 ngo5 lo1,0,你把我难住了,you got me,Colloquial,
L777,你考起我喇,nei5 haau2 hei2 ngo5 laa3,0,你把我难住了,you got me,Colloquial,
L778,冇搞喇,mou5 gaau2 laa3,1,别闹/别闹了/别,cut it out,Colloquial,
L779,冇搞咁多嘢喇,mou5 gaau2 gam2 do1 je5 laa3,0,别闹/别闹了/别,cut it out,Colloquial,
L780,呢嗰乜嘢嚟咖,nei1 go2 mat1 je5 lai4 gaa3,0,这是什么/这是什么鬼,what the heck,Colloquial,
L781,乜鬼嘢嚟咖,mat1 gwai2 je5 lai4 gaa3,0,这是什么/这是什么鬼,what the heck,Colloquial,
L782,乜Q嘢嚟咖,mat1 Q je5 lai4 gaa3,0,这是什么/这是什么鬼,what the heck,Colloquial,
L783,濕碎,sap1 seoi3,0,小菜一碟/简单啦/小事/简单事情/小事一桩/简单,piece of cake/trivial/bits and pieces/easy/trifle,Colloquial,
L784,濕濕碎,sap1 sap1 seoi3,0,小菜一碟/简单啦/小事/简单事情/小事一桩/简单/sup sup水,piece of cake/trivial/bits and pieces/easy/trifle,Colloquial,
L785,瑣碎,so2 seoi3,0,小菜一碟/简单啦/小事/简单事情/小事一桩/简单,piece of cake/trivial/bits and pieces/easy/trifle,Colloquial,
L786,濕碎嘢,sap1 seoi3 je5,0,小菜一碟/简单啦/小事/简单事情/小事一桩/简单,piece of cake/trivial/bits and pieces/easy/trifle,Colloquial,
L787,小事,siu2 si6,0,小菜一碟/简单啦/小事/简单事情/小事一桩/简单,piece of cake/trivial/bits and pieces/easy/trifle,Formal,
L788,簡單,gaan2 daan1,0,小菜一碟/简单啦/小事/简单事情/小事一桩/简单,piece of cake/trivial/bits and pieces/easy/trifle,Colloquial,
L789,細囈,sai3 ngai1,0,小菜一碟/简单啦/小事/简单事情/小事一桩/简单,a miser/miser,Colloquial,
L790,算死草,syun3 sei2 cou2,0,铁公鸡/抠门/吝啬/寒酸/小气/精明,piece of cake/trivial/bits and pieces/easy/trifle/cheapskate/cent easily/scrooge/stingy,slang,
L791,鐵公雞, tit3 gung1 gai1,0,铁公鸡/抠门/吝啬/寒酸/小气/精明,piece of cake/trivial/bits and pieces/easy/trifle/cheapskate/cent easily/scrooge/stingy,slang,
L792,孤寒鬼,gu1 hon4 gwai2,0,铁公鸡/抠门/吝啬/寒酸/小气鬼,piece of cake/trivial/bits and pieces/easy/trifle/cheapskate/cent easily/scrooge/stingy,Colloquial,
L793,孤寒,gu1 hon4,0,铁公鸡/抠门/吝啬/寒酸/小气,piece of cake/trivial/bits and pieces/easy/trifle/cheapskate/cent easily/scrooge/stingy,Colloquial,
L794,孤鳩寒,gu1 gau1 hon4,1,铁公鸡/抠门/吝啬/寒酸/小气,piece of cake/trivial/bits and pieces/easy/trifle/cheapskate/cent easily/scrooge/stingy,Colloquial,
L795,孤閪寒,gu1 hai1 hon4,1,铁公鸡/抠门/吝啬/寒酸/小气,piece of cake/trivial/bits and pieces/easy/trifle/cheapskate/cent easily/scrooge/stingy,Colloquial,
L796,孤寒佬,gu1 hon4 lou2,0,铁公鸡/抠门/吝啬/寒酸/小气鬼,piece of cake/trivial/bits and pieces/easy/trifle/cheapskate/cent easily/scrooge/stingy,Colloquial,
L797,寒酸,hon4 syun1,0,铁公鸡/抠门/吝啬/寒酸,piece of cake/trivial/bits and pieces/easy/trifle/cheapskate/cent easily/scrooge/stingy,Colloquial,
L798,鐸叔,dok6 suk1,0,铁公鸡/抠门/吝啬/寒酸/小气/精明,piece of cake/trivial/bits and pieces/easy/trifle/cheapskate/cent easily/scrooge/stingy,Colloquial,
L799,計到尽,gai3 dou3 zeon6,0,铁公鸡/抠门/吝啬/寒酸/小气/精明,piece of cake/trivial/bits and pieces/easy/trifle/cheapskate/cent easily/scrooge/stingy,slang,
L800,夠喇,gau3 laa3,0,够了,enough is enough,Colloquial,
L801,夠皮,gau3 pei2,0,足夠/滿足,enough/adequate,Colloquial,
L802,夠皮未？,gau3 pei2 mei6,0,足够了吗/满足了吗,are you ok/Is that enough,Colloquial,
L803,梗係,gang2 hai6,0,当然/那必须的/那必须,sure/ of course/certainly/undoubtedly,Colloquial,
L804,實係,sat6 hai6 ,0,当然/那必须的/那必须,sure/ of course/certainly/undoubtedly,Colloquial,
L805,唔忿氣,m4 fan6 hei3,0,不服输/明知错不认/不认错/死撑,So proud/try to bear/hardly stand for something/So full of himself/Has to save face,Colloquial,
L806,冇嘈,mou5 cou4,0,不要说话/别说话/闭嘴/省省吧/别吵/不要吵/别烦/不要闹/闭嘴/住口,Shut up/Don't argue/Don't bother/Don't make a fuss/Piss off/Knock it off/hush hush/shut your mouth,Colloquial,
L807,冇閪嘈,mou5 hai1 cou4,1,不要说话/别说话/闭嘴/省省吧/别吵/不要吵/别烦/不要闹/闭嘴/住口,Shut up/Don't argue/Don't bother/Don't make a fuss/Piss off/Knock it off/hush hush/shut your mouth,Colloquial,
L808,冇柒嘈,mou5 cat6 cou4,1,不要说话/别说话/闭嘴/省省吧/别吵/不要吵/别烦/不要闹/闭嘴/住口,Shut up/Don't argue/Don't bother/Don't make a fuss/Piss off/Knock it off/hush hush/shut your mouth,Colloquial,
L809,冇撚嘈,mou5  nan2 cou4,1,不要说话/别说话/闭嘴/省省吧/别吵/不要吵/别烦/不要闹/闭嘴/住口,Shut up/Don't argue/Don't bother/Don't make a fuss/Piss off/Knock it off/hush hush/shut your mouth,Colloquial,
L810,冇鳩嘈,mou5 gau1 cou4,1,不要说话/别说话/闭嘴/省省吧/别吵/不要吵/别烦/不要闹/闭嘴/住口,Shut up/Don't argue/Don't bother/Don't make a fuss/Piss off/Knock it off/hush hush/shut your mouth,Colloquial,
L811,手頭緊,sau2 tau4 gan2,0,手头有点紧/手头紧/缺钱/没钱/穷/经济拮据,on a budget/short of money/hard up/short of money/poor,Colloquial,
L812,我手頭緊,ngo5 sau2 tau4 gan2,0,我手头有点紧/我手头紧/我缺钱,I`m on a budget/on a budget/short of money/ hard up/I`m short of money,Colloquial,
L813,我手頭有啲緊,ngo5 sau2 tau4 jau5 di1 gan2,0,我手头有点紧/我手头紧/我缺钱,I`m on a budget/on a budget/short of money/ hard up/I`m short of money,Colloquial,
L814,我手頭有D緊,ngo5 sau2 tau4 jau5 D gan2,0,我手头有点紧/我手头紧/我缺钱,I`m on a budget/on a budget/short of money/ hard up/I`m short of money,Colloquial,
L815,唔​夠錢​使,m4 gau3 cin4 sai2,0,手头有点紧/手头紧/缺钱/没钱/穷/经济拮据,on a budget/short of money/hard up/short of money/poor,Colloquial,
L816,冇​咩​錢,mou5 me1 cin2,0,手头有点紧/手头紧/缺钱/没钱/穷/经济拮据,on a budget/short of money/hard up/short of money/poor,Colloquial,
L817,冇​​錢,mou5 cin2,0,手头有点紧/手头紧/缺钱/没钱/穷/经济拮据,on a budget/short of money/hard up/short of money/poor,Colloquial,
L818,冇银 ,mou5 ngan2,0,手头有点紧/手头紧/缺钱/没钱/穷/经济拮据,on a budget/short of money/hard up/short of money/poor,Colloquial,
L819,冇晒钱,mou5 saai3 cin2,0,钱花光了/全花光/缺钱/没钱/穷/经济拮据/全花没了/破产,All the money is gone/short of money/no money/poor/financially strapped/all gone/bankrupt on a budget/hard up,Colloquial,
L820,手緊,sau2 gan2,0,手头有点紧/手头紧/缺钱/没钱/穷/经济拮据,on a budget/short of money/hard up/short of money/poor,Colloquial,
L821,等錢使,dang2 cin2 sai2,0,手头有点紧/手头紧/缺钱/没钱/穷/经济拮据,on a budget/short of money/hard up/short of money/poor,Colloquial,
L822,我無能為力,ngo5 mou4 nang4 wai4 lik6,0,我无能为力,my hands are tied/hands are tied/helpless/impotent,Formal,
L823,無能為力,mou4 nang4 wai4 lik6,0,我无能为力,my hands are tied/hands are tied/helpless/impotent,Formal,
L824,揸緊车,zaa1 gan2 ce1,0,在开车,Driving,Formal,
L825,过緊嚟,gwo3 gan2 lai4,0,在路上/正在过来,On the way/coming soon,Formal,
L826,整緊路,zing2 gan2 lou6,0,路有个工程/路在施工/路面有施工,There is a project on the road/The road is under construction/The road surface is under construction,Formal,
L827,白菜,baak6 coi3,0,白菜,bok choy/pak choi,Formal,noun
L828,白菜價,aak6 coi3 gaa3,0,白菜价,cabbage price/low price/cheap,Colloquial,
L829,蕹菜,ung3 coi3,0,通心菜,ong choy,Formal,noun
L830,飛天蕹菜,fei1 tin1 ung3 coi3,0,东南亚特色通心菜/飞天通心菜,Stir-fried Water Spinach/Stir-fried Morning Glory,Formal,noun/Dish Name
L831,芫茜,jim4 sai1,0,香菜,coriander,Formal,noun
L832,香茜,hoeng1 sai1,0,香菜,coriander,Formal,noun
L833,芥蘭,gaai3 laan2,0,芥兰,gai lan,Formal,noun
L834,菜心,coi3 sam1,0,菜心,choy sum,Formal,noun
L835,西芹,sai1 kan4,0,芹菜,celery,Formal,noun
L836,芹菜,kan4 coi3,0,芹菜,celery,Formal,noun
L837,蔥,cung1,0,葱/香葱,scallion,Formal,noun
L838,阿支阿左,aa3 zi1 aa3 zo2,0,叽叽歪歪/唧唧歪歪/指手画脚/唠唠叨叨,to gesticulate/to make gestures/naggy/yammering,Colloquial,
L839,米高佐治,mai5 gou1 zo2 zi6,1,走开/起开/滚/一边去,get out of here/fuck off/get lost/get out of here/beat it/get out,Colloquial,
L840,靠害,kaau3 hoi6,0,害人/存心害人/陷害,Harmful/Intentionally Harmful/Framed,Colloquial,
L841,靠害咩,kaau3 hoi6 me1 ,0,害人吗/害死人了/想我死/被你害惨了,Are you trying to harm me / You've killed me / You want me dead/ You've ruined my life,Colloquial,ask
L842,咩,me1,0,什么意思/什么事/有事吗,What does that mean/What's wrong/Is something the matter,Colloquial,ask
L843,咩啊,me1 aa3,0,什么意思/什么事/有事吗,What does that mean/What's wrong/Is something the matter,Colloquial,ask，impatient
L844,咩啊，咩啊，咩啊,me1 aa3，me1 aa3，me1 aa3,0,什么，那又怎么样/那又怎么样/奈我又如何/你想怎么样,What does that mean/What's wrong/Is something the matter,Colloquial,ask
L845,點啊,dim2 aa3,0,怎么样,How about it/How about,Colloquial,ask
L846,點啊，點啊，點啊,dim2 aa3，dim2 aa3，dim2 aa3,0,怎么样，怎么样/你想怎么样,"So, so/What do you want",Colloquial,ask，impatient
L847,嚟啊,lei4 aa3,0,来啊/过来啊/你过来啊,Come here/Come here/Come here,Colloquial,Arrogant
L848,嚟囖,lei4 aa3,0,来吧/放马过来,Come on/Bring it on,Colloquial,Disdain
L849,嚟啊，嚟啊，嚟嚟嚟啊,lei4 aa3，lei4 aa3，lei4 lei4 lei4 aa3,0,有本事你就来/放马过来,Come on/if you dare,Colloquial,Arrogant
L850,喂,wei3,0,喂/你好/不是吧/真的吗/开玩笑的吧/你开玩笑的吧/别,Hello/No way/don`t,Colloquial,
L851,喂啊,wei3 aa3,0,不要这样/不要这样好不好/别搞/别闹/别这样,"Don't do this/Don't do this, okay/Stop it/Stop messing around/Stop doing this/are you joking/seriously",Colloquial,ask，impatient
L852,喂，喂，喂,wei3，wei3，wei3,0,喂/这样不好吧/你这样好吗/不是吧/想怎么样/你想怎么样/真的吗/开玩笑的吧/你开玩笑的吧,"Hey/This isn't good, is it?/Are you sure this is okay?/Really?/What do you want?/What do you want to do?",Colloquial,ask，warn
L853,哎呀,ai1 aa1,0,哎呀/你这小伙子,oops/Oh dear/you young man!,Colloquial,
L854,哎呀，哎呀呀呀，哎呀,ai1 aa1，ai1 aa1 aa1 aa1，ai1 aa1,0,哎呀/你居然/居然/你居然敢这样/敬酒不喝喝罚酒/我不发威不行,"oops/You actually/unexpectedly/How dare you do this/If you refuse a toast, you'll have to drink a penalty shot/I have to show my power.",Colloquial,ask
L855,順攤,seon6 taan1,0,事情意外顺利/顺利/随和的态度/不慌不忙/平稳,an easy going attitude/not fussed/smoothly,slang,
L856,補數,ou2 sou3,0,补数/补偿/ 弥补,complementary numbe/compensation,slang,
L857,彌補,mei4 bou2,0,补数/补偿/ 弥补,complementary numbe/compensation,Formal,
L858,補镬,bou2 wok6,0,补救/补偿/ 弥补/补锅,Remedy/Compensation/Make amends/Repair the pot,slang,
L859,落力,lok6 lik6,0,尽力/加油/认真/勤奋,working hard/exerting effort/to exert oneself/to make an effort,slang,
L860,俾心機,bei2 sam1 gei1,0,尽力/加油/认真/勤奋,working hard/exerting effort/to exert oneself/to make an effort/trying hard,Colloquial,
L861,打牙骹,daa2 ngaa4 gaau3,0,闲聊/开玩笑/闲谈/吹水,"chat/to chat/gossip/to banter/banter/to gossip/ to talk casually/to talk big
talk big/talk casually",slang,
L862,傾閒偈,king1 haan4 gai2,0,闲聊/开玩笑/闲谈/吹水,"chat/to chat/gossip/to banter/banter/to gossip/ to talk casually/to talk big
talk big/talk casually",Colloquial,
L863,吹水,ceoi1 seoi2,0,闲聊/开玩笑/闲谈/吹水,"chat/to chat/gossip/to banter/banter/to gossip/ to talk casually/to talk big
talk big/talk casually",Colloquial,
L864,隨口​噏,ceoi4 hau2 ngap1,0,闲聊/开玩笑/吹水/信口开河/乱说/不负责任的说/随便说说,"chat/to chat/gossip/to banter/banter/to gossip/ to talk casually/to talk big
talk big/talk casually/Speaking carelessly/Talking nonsense/Speaking irresponsibly/Saying whatever comes to mind",Colloquial,
L865,鳩吹,gau1 ceoi1,1,闲聊/开玩笑/吹水/信口开河/乱说/不负责任的说/随便说说,"chat/to chat/gossip/to banter/banter/to gossip/ to talk casually/to talk big
talk big/talk casually/Speaking carelessly/Talking nonsense/Speaking irresponsibly/Saying whatever comes to mind",Colloquial,
L866,打龍通,daa2 lung4 tung1,0,合谋欺骗/陷害某人/设局/制造圈套,to gang up together to trick / set someone up/gang up together to trick,slang,
L867,扯貓尾,ce2 maau1 mei5,0,合谋欺骗/陷害某人/设局/制造圈套,to gang up together to trick / set someone up/gang up together to trick,slang,
